Data
0.029743067
-0.167075572
-0.084755982
0.031179535
-0.012507203
0.008086658
0.093678024
-0.06235018
0.142228573
0.056054736
0.016761791
-0.107547401
0.002476593
-0.088912043
-0.07533596
-0.034074093
-0.009667032
0.123012434
0.071001992
0.036805145
0.032459231
0.015897744
0.06823379
-0.026689237
-0.086672526
-0.078579317
-0.076188452
0.074262445
0.034118911
-0.065761225
0.053470363
-0.000576616
-0.078983793
-0.039505515
0.025169415
0.025466156
-0.007025239
-0.031000378
0.05597295
0.077744533
-0.019909254
-0.141223164
0.031053903
0.11883042
0.052557858
-0.099675311
0.041183299
-0.019298323
0.00492716
0.025913238
-0.009139136
0.013606379
0.005327221
0.01449848
0.077298034
-0.096254626
-0.055526548
-0.000906385
0.003047859
-0.039407127
0.004674695
-0.000631374
0.033548757
-0.031732339
-0.027729566
-0.015489446
-0.045810405
0.098343378
0.121505956
-0.086448827
-0.026846682
-0.046247291
0.016651584
0.05216088
-0.004470394
0.078507695
0.003791503
0.033712942
0.009458925
-0.026028321
-0.064290745
-0.087920454
0.016107763
0.037627146
0.038492969
0.07012479
-0.015164697
-0.01628312
-0.052571543
-0.153026757
-0.009261457
0.050204342
0.00738429
0.070890518
0.095447709
0.01974362
-0.086660263
-0.122505258
-0.0281401
-0.039365011
-0.048084964
0.109846136
0.117092567
0.065735432
0.071698192
0.164883039
-0.064592123
-0.167711469
0.014901988
-0.123387499
-0.058100775
0.034378895
-0.003117352
-0.011000118
0.006723361
0.11995092
0.102203486
0.034122524
-0.016393098
-0.084267667
-0.09918323
-0.026106657
-0.126090627
-0.033453914
0.023719718
0.018685385
-0.004305219
0.039949871
0.131196948
0.035171537
-0.022169191
0.05482185
0.088832798
-0.07525142
-0.089792996
0.000450473
0.01551055
-0.004735144
0.009220436
0.085507775
0.041200456
-0.026493131
-0.088387143
-0.091412564
-0.022729592
-0.050608234
0.029930357
0.05956259
0.077335076
-0.051742258
-0.054516528
-0.027939713
0.073741144
0.101924901
-0.010646699
-0.042847456
-0.042831263
0.041816861
0.046496584
-0.025932347
0.066069964
-0.053628841
-0.050819186
-0.000899878
0.031650102
-0.061446055
-0.016800166
0.028411312
-0.02148735
0.057031711
0.007115155
-0.017231334
0.035335206
0.05127702
-0.048796746
-0.085805826
-0.057167438
0.070506346
0.035729657
-0.029693921
-0.001471116
-0.012625884
-0.043633938
-0.008732087
-0.0209429
0.028122326
-0.001311877
-0.00423559
0.076023606
0.147820191
-0.015452705
0.003210479
-0.084394289
-0.105467545
-0.012166165
0.026440347
0.053897418
0.054947713
-0.021510424
0.037914309
-0.055980709
-0.064558702
0.026596101
0.002905924
-0.058059465
0.131903338
0.014542843
-0.045868956
0.028197763
-0.01678723
-0.102488968
-0.029956718
0.028080237
0.052588156
0.001327269
-0.016669843
-0.005692438
0.073220743
0.062789263
0.011187256
0.006107261
0.041210082
-0.061632016
-0.049508257
-0.154099932
-0.073908076
0.012385846
0.138339789
0.053201347
0.049596158
0.022623085
0.017262371
0.014805317
-0.014435791
0.023076048
-0.115330069
-0.192338781
-0.095917114
-0.043462784
0.042158024
0.180957589
0.134609125
0.09412799
-0.07120567
-0.069578929
0.049936933
0.000548472
0.009646597
-0.03951952
-0.049114836
-0.086783322
0.039609032
0.073798239
0.108115752
-0.091149438
-0.016120414
-0.010606479
0.082323965
0.068197701
0.063611966
-0.054142592
-0.122127203
-0.023607619
0.012459918
-0.025205384
-0.025099319
-0.052555987
-0.052096909
0.087271464
0.095293603
0.051632846
0.03090318
-0.067204534
-0.089734915
-0.020581914
-0.064433163
0.025602675
0.014280669
0.128401209
0.128655876
0.002394685
-0.044289086
-0.089314086
-0.164411676
-0.099055642
-0.014278092
-0.029431851
0.116906129
0.121127513
0.213296071
0.131183405
-0.004488238
-0.066920717
-0.083413106
-0.149368144
-0.180951787
-0.052467704
-0.040845914
0.043518629
0.092726599
0.077731062
0.084131711
0.252809159
-0.074087234
-0.072398474
-0.070275023
-0.044539234
-0.04431677
-0.144929272
-0.058522984
